---------------------------------
| Contestant  #  | Overall Time |
| Contestant 868 | [24.008949199982453, 28.000594400044065, 37.00663700001314, 28.00610559998313] |
| Contestant 033 | 118.02514670 |
| Contestant 033 | [12.01542980002705, 10.002391300047748, 52.00460630003363, 44.002719299984165] |
| Contestant 209 | 118.03872660 |
| Contestant 209 | [30.008918399980757, 47.0141288000159, 12.00448599999072, 29.011193400016055] |
| Contestant 359 | 119.02663200 |
| Contestant 359 | [30.00497050001286, 19.008534299966414, 20.00159469997743, 50.011532499978784] |
| Contestant 509 | 119.03010230 |
| Contestant 509 | [18.00928469997598, 69.01128570002038, 14.007907700026408, 18.00162419996923] |
| Contestant 849 | 119.02580730 |
| Contestant 849 | [24.00138800003333, 15.00834629999008, 38.00391330005368, 42.01215969998157] |
| Contestant 941 | 119.03354460 |
| Contestant 941 | [10.009653699991759, 65.00687869999092, 22.01377289998345, 22.003239300043788] |
| Contestant 994 | 120.05857090 |
| Contestant 994 | [21.0160074000014, 24.01482959999703, 58.015549499948975, 17.01218439999502] |
| Contestant 459 | 122.03512650 |
| Contestant 459 | [21.014154799981043, 28.00556019996293, 28.00912109995261, 45.006290399993304] |
| Contestant 496 | 123.03808630 |
| Contestant 496 | [10.014039899979252, 10.003558900032658, 17.015720500028692, 86.00476699997671] |
| Contestant 698 | 123.03518620 |
| Contestant 698 | [11.00538599997526, 50.01503830001457, 25.011976699985098, 37.00278519996209] |
| Contestant 068 | 124.04173460 |
| Contestant 068 | [63.00405069999397, 15.002766499994323, 32.023569600016344, 14.011347800027579] |
| Contestant 304 | 124.03172270 |
| Contestant 304 | [55.00685120001435, 20.013362199999392, 14.00384010002017, 35.00766919995658] |
| Contestant 214 | 125.05314100 |
| Contestant 214 | [18.013283300038893, 27.008623600006104, 58.014400199986994, 22.01683390000835] |
| Contestant 885 | 125.03238530 |
| Contestant 885 | [28.001503699983004, 54.01545060001081, 33.00109610002255, 10.014334900013637] |
| Contestant 078 | 126.02294480 |
| Contestant 078 | [20.010650700016413, 59.00383290002355, 30.00554430001648, 17.00291689997539] |
| Contestant 079 | 126.04066820 |
| Contestant 079 | [40.00143019994721, 10.008416399999987, 27.01465929998085, 49.01616230001673] |
| Contestant 154 | 126.04395830 |
| Contestant 154 | [10.018726899987087, 28.01217430003453, 55.01166530000046, 33.00139180000406] |
| Contestant 350 | 126.04059400 |
| Contestant 350 | [17.009041199984495, 24.011870199989062, 11.011935400019865, 74.00774719996843] |
| Contestant 418 | 126.03215140 |
| Contestant 418 | [17.006042599969078, 11.00809300004039, 42.01537969999481, 56.00263609999092] |
| Contestant 607 | 126.02518520 |
| Contestant 607 | [11.006173500034492, 31.008766399987508, 55.008451999980025, 29.00179329997627] |
| Contestant 988 | 126.03070670 |
| Contestant 988 | [21.00423590000719, 36.00021339999512, 51.01130539999576, 18.01495199999772] |
| Contestant 690 | 127.03598620 |
| Contestant 690 | [39.014672399964184, 50.01034490001621, 25.003272200003266, 13.007696699991357] |
| Contestant 772 | 127.03689920 |
| Contestant 772 | [28.005407400021795, 37.001817199983634, 46.01286109996727, 16.01681349996943] |
| Contestant 391 | 128.04301060 |
| Contestant 391 | [20.000511100050062, 48.02621859998908, 39.011024400009774, 21.00525650003692] |
| Contestant 585 | 128.03738840 |
| Contestant 585 | [25.001884599972982, 36.01234649994876, 11.010161400015932, 56.01299590000417] |
| Contestant 284 | 129.02689040 |
| Contestant 284 | [23.008602799964137, 31.0037359999842, 26.012829900020733, 49.00172169995494] |
| Contestant 105 | 130.02494700 |
| Contestant 105 | [46.008235900022555, 39.00397259998135, 25.01077150000492, 20.00196700001834] |
| Contestant 162 | 130.04026070 |
| Contestant 162 | [15.015585000044666, 12.0029041999951, 63.01439650001703, 40.007374999986496] |
| Contestant 202 | 130.04379450 |
| Contestant 202 | [30.013965299993288, 35.01492990000406, 41.00621189997764, 24.008687400026247] |
| Contestant 358 | 130.04252290 |
| Contestant 358 | [14.001109300006647, 46.01580599998124, 49.0115687000216, 21.014038900029846] |
| Contestant 933 | 130.03537950 |
| Contestant 933 | [13.004691600042861, 28.01494600001024, 28.004385000036564, 61.011356899980456] |
| Contestant 042 | 132.04612700 |
| Contestant 042 | [18.010858300025575, 29.01569109997945, 37.00560630002292, 48.013971300038975] |
| Contestant 287 | 132.02386860 |
| Contestant 287 | [29.008001899986994, 22.003237800032366, 21.003577700001188, 60.00905120000243] |
| Contestant 518 | 132.03190560 |
| Contestant 518 | [31.00459080003202, 17.007197399972938, 56.015943599981256, 28.00417379999999] |
| Contestant 817 | 132.04603070 |
| Contestant 817 | [20.01136810000753, 58.013529299991205, 15.008522099989932, 39.012611200043466] |
| Contestant 269 | 135.04427220 |
| Contestant 269 | [80.0098914000555, 15.004218099988066, 12.007684000011068, 28.02247870003339] |
| Contestant 598 | 135.03762910 |
| Contestant 598 | [31.008289999968838, 61.01235139998607, 23.00960310001392, 20.007384600001387] |
| Contestant 618 | 135.04629270 |
| Contestant 618 | [24.02071509999223, 14.011712800012901, 63.00151089997962, 34.01235390000511] |
| Contestant 677 | 136.03484360 |
| Contestant 677 | [18.0087134000496, 34.00754749996122, 53.010749400011264, 31.00783329998376] |
| Contestant 313 | 137.04584010 |
| Contestant 313 | [23.00581380003132, 58.01467150001554, 40.013715200009756, 16.011639600037597] |
| Contestant 335 | 137.01775970 |
| Contestant 335 | [25.012415300006978, 39.00176700000884, 18.000499600020703, 55.00307780003641] |
| Contestant 783 | 137.03437590 |
| Contestant 783 | [48.00979079998797, 21.00055070000235, 58.014310400001705, 10.009724000003189] |
| Contestant 310 | 138.02934460 |
| Contestant 310 | [54.00459259998752, 27.00400430004811, 15.005759500025306, 42.01498819998233] |
| Contestant 390 | 138.03008330 |
| Contestant 390 | [72.01440759998513, 22.001654500025325, 26.00661029998446, 18.007410899968818] |
| Contestant 466 | 140.03491060 |
| Contestant 466 | [35.00270950002596, 49.01000509998994, 39.010920400032774, 17.01127560000168] |
| Contestant 770 | 140.04938770 |
| Contestant 770 | [59.003691099991556, 30.0149932000204, 27.012860900023952, 24.017842500004917] |
| Contestant 899 | 140.02163140 |
| Contestant 899 | [13.001157300022896, 13.010942500026431, 81.00686389999464, 33.00266769999871] |
| Contestant 167 | 141.02798180 |
| Contestant 167 | [26.010309599980246, 35.0047792000114, 57.00420630001463, 23.008686700020917] |
| Contestant 812 | 141.04324830 |
| Contestant 812 | [24.013330000045244, 80.00967390002916, 19.007239200000186, 18.013005200016778] |
| Contestant 949 | 141.03820500 |
| Contestant 949 | [40.00967930001207, 43.00335290003568, 22.01158349995967, 36.013589299982414] |
| Contestant 567 | 142.04741570 |
| Contestant 567 | [47.01009460003115, 61.01415319996886, 17.008727599983104, 17.014440300001297] |
| Contestant 109 | 143.03124840 |
| Contestant 109 | [25.007381199975498, 14.008164300001226, 13.010061900014989, 91.0056409999961] |
| Contestant 108 | 143.04744150 |
| Contestant 108 | [15.007389599981252, 39.017592300020624, 55.01403510000091, 34.00842450000346] |
| Contestant 348 | 143.03817760 |
| Contestant 348 | [63.000702299992554, 20.009967099991627, 33.01163770002313, 27.015870500006713] |
| Contestant 961 | 143.04079310 |
| Contestant 961 | [35.009435699961614, 23.014617100008763, 16.006904600013513, 69.00983569998061] |
| Contestant 481 | 144.03368820 |
| Contestant 481 | [12.009522399981506, 54.00626639998518, 23.01530129997991, 55.00259809999261] |
| Contestant 719 | 145.03532820 |
| Contestant 719 | [66.01213749998715, 47.00763179996284, 21.003181600011885, 11.012377300008666] |
| Contestant 814 | 146.02657920 |
| Contestant 814 | [56.00495079997927, 37.010402699990664, 11.00516429997515, 42.006061399995815] |
| Contestant 928 | 146.05197920 |
| Contestant 928 | [11.010924000001978, 41.02455719996942, 53.01438840001356, 41.00210959999822] |
| Contestant 235 | 147.02673200 |
| Contestant 235 | [36.012440100021195, 70.0129264999996, 27.001029999984894, 14.000335399992764] |
| Contestant 290 | 147.02818710 |
| Contestant 290 | [13.014068399963435, 70.00445559999207, 36.002453799999785, 28.007209300005343] |
| Contestant 041 | 148.05418070 |
| Contestant 041 | [31.014944099995773, 59.01257399999304, 34.01317170000402, 24.013490899989847] |
| Contestant 460 | 148.03623610 |
| Contestant 460 | [44.01843779999763, 40.00079909997294, 44.011215100006666, 20.005784100038] |
| Contestant 580 | 148.03456010 |
| Contestant 580 | [23.00802919996204, 83.00841650000075, 18.00417029997334, 24.013944100006483] |
| Contestant 217 | 149.03181530 |
| Contestant 217 | [14.00945579999825, 94.00180239998735, 23.01337679999415, 18.007180299959145] |
| Contestant 655 | 149.04409560 |
| Contestant 655 | [31.01570950000314, 39.012392100004945, 20.00720380002167, 59.00879019999411] |
| Contestant 274 | 150.03625590 |
| Contestant 274 | [21.004618700011633, 91.0030627999804, 17.015050199988764, 21.01352420001058] |
| Contestant 436 | 150.02973130 |
| Contestant 436 | [38.00813610001933, 84.0046267999569, 11.01481690001674, 17.00215150002623] |
| Contestant 050 | 151.03777130 |
| Contestant 050 | [50.00650040002074, 23.00409210001817, 34.013252300035674, 44.013926499988884] |
| Contestant 797 | 151.03282180 |
| Contestant 797 | [11.002355700009502, 48.00865149998572, 81.00760429998627, 11.014210299996193] |
| Contestant 097 | 152.01723050 |
| Contestant 097 | [28.000858400017023, 53.00426970003173, 45.00637540000025, 26.005727000010666] |
| Contestant 354 | 152.03546910 |
| Contestant 354 | [21.01239109999733, 44.00820740003837, 27.01125320000574, 60.003617400012445] |
| Contestant 363 | 152.04299620 |
| Contestant 363 | [25.01214030000847, 54.013160199974664, 21.008888999989722, 52.00880670000333] |
| Contestant 405 | 152.03131530 |
| Contestant 405 | [28.00067290000152, 52.0099659000407, 20.01243170001544, 52.00824480003212] |
| Contestant 432 | 152.01805440 |
| Contestant 432 | [80.01159509998979, 36.00016889994731, 22.005195699981414, 14.00109470001189] |
| Contestant 406 | 152.04759250 |
| Contestant 406 | [56.01054920000024, 22.010454800038133, 46.00909609999508, 28.017492399958428] |
| Contestant 695 | 152.02759790 |
| Contestant 695 | [27.007841799990274, 92.00091490003979, 19.00949440000113, 14.009346799983177] |
| Contestant 762 | 152.03823440 |
| Contestant 762 | [13.006710999994539, 39.01131729996996, 62.0133640000131, 38.00684210000327] |
| Contestant 011 | 153.02357020 |
| Contestant 011 | [17.009101199975703, 33.00172800000291, 28.001006700040307, 75.01173430000199] |
| Contestant 818 | 153.02923270 |
| Contestant 818 | [55.00589630001923, 43.00406169996131, 44.00380020000739, 11.015474500018172] |
| Contestant 981 | 153.04727150 |
| Contestant 981 | [30.001056000008248, 69.0101695000194, 23.010127099987585, 31.025918899977114] |
| Contestant 065 | 154.03041270 |
| Contestant 065 | [62.011729199963156, 21.00129049998941, 49.00350360001903, 22.013889399997424] |
| Contestant 084 | 154.03560550 |
| Contestant 084 | [24.01328780001495, 24.007102900010068, 90.01120409998111, 16.004010700038634] |
| Contestant 221 | 154.03061470 |
| Contestant 221 | [41.00298059999477, 11.003477699996438, 54.01314100000309, 48.01101539999945] |
| Contestant 582 | 154.05814530 |
| Contestant 582 | [44.02225530002033, 50.00601790001383, 27.010847900004592, 33.019024200038984] |
| Contestant 816 | 154.03228090 |
| Contestant 816 | [13.008996099990327, 31.00136629998451, 19.016127000038978, 91.00579150003614] |
| Contestant 923 | 154.03370640 |
| Contestant 923 | [27.000210999976844, 25.01493569999002, 44.00853599997936, 58.010023700015154] |
| Contestant 292 | 155.03254450 |
| Contestant 292 | [23.015836799982935, 96.003101099981, 17.004241599992383, 19.009365000005346] |
| Contestant 415 | 155.03452330 |
| Contestant 415 | [27.010112799995113, 59.014636900043115, 35.00526900001569, 34.004504600015935] |
| Contestant 727 | 155.03551910 |
| Contestant 727 | [36.01426950003952, 56.00261409999803, 38.01276080001844, 25.00587470002938] |
| Contestant 148 | 156.03998650 |
| Contestant 148 | [24.006959999969695, 75.00405290001072, 44.01221339998301, 13.016760200029239] |
| Contestant 640 | 156.03530130 |
| Contestant 640 | [23.001722100016195, 88.00376539997524, 13.018423900008202, 32.0113898999989] |
| Contestant 678 | 156.02896200 |
| Contestant 678 | [45.011771799996495, 19.000177400012035, 74.01026389998151, 18.00674889999209] |
| Contestant 685 | 156.03854020 |
| Contestant 685 | [45.00372070004232, 17.007691100006923, 21.011533200042322, 73.01559519994771] |
| Contestant 758 | 156.03777400 |
| Contestant 758 | [65.00738490000367, 39.012475099996664, 42.00854399998207, 10.009370000043418] |
| Contestant 692 | 157.02149190 |
| Contestant 692 | [58.004018799983896, 16.00555830000667, 19.00097839999944, 64.01093640003819] |
| Contestant 441 | 158.03844960 |
| Contestant 441 | [46.00101700000232, 29.01209169998765, 72.01517379999859, 11.010167100001127] |
| Contestant 571 | 158.04145450 |
| Contestant 571 | [68.00678279995918, 13.011014099989552, 52.00975520000793, 25.013902399979997] |
| Contestant 648 | 158.03645300 |
| Contestant 648 | [73.0012278999784, 41.01233309996314, 29.011378700030036, 15.01151330000721] |
| Contestant 769 | 158.03008670 |
| Contestant 769 | [58.005197899998166, 22.013635600043926, 17.00105550000444, 61.0101977000013] |
| Contestant 881 | 158.04392500 |
| Contestant 881 | [38.01238450000528, 76.0137751000002, 11.010559699963778, 33.00720570003614] |
| Contestant 172 | 159.05760450 |
| Contestant 172 | [32.01364319998538, 72.0150408000336, 17.013333199953195, 38.01558730000397] |
| Contestant 474 | 159.04504640 |
| Contestant 474 | [40.009450800018385, 27.012156400014646, 55.013041999947745, 37.010397199948784] |
| Contestant 623 | 159.04142970 |
| Contestant 623 | [27.000382900005206, 24.00847350002732, 97.0103404999827, 11.02223280002363] |
| Contestant 848 | 159.03165760 |
| Contestant 848 | [27.01199440000346, 25.006673600000795, 65.0029398999759, 42.0100496999803] |
| Contestant 897 | 159.03464410 |
| Contestant 897 | [14.002586100017652, 66.00568649999332, 42.01385890005622, 37.01251259999117] |
| Contestant 244 | 160.03577870 |
| Contestant 244 | [28.004635600023903, 66.01381929998752, 20.008815800014418, 46.00850799999898] |
| Contestant 857 | 160.03397770 |
| Contestant 857 | [32.00288280000677, 46.00541189999785, 15.010250999999698, 67.0154319999856] |
| Contestant 200 | 161.02709300 |
| Contestant 200 | [51.009122400020715, 53.00176040001679, 28.001689200056717, 29.01452100003371] |
| Contestant 160 | 161.05258930 |
| Contestant 160 | [10.014816100010648, 43.01712889998453, 70.00402089999989, 38.01662339997711] |
| Contestant 031 | 162.02178350 |
| Contestant 031 | [21.004878299951088, 41.010284900025, 52.00256210000953, 48.00405819999287] |
| Contestant 075 | 162.04479750 |
| Contestant 075 | [17.009618799958844, 15.007991399965249, 45.00905279995641, 85.01813450001646] |
| Contestant 360 | 162.03965120 |
| Contestant 360 | [45.012902199989185, 86.00799370004097, 18.00769699999364, 13.011058299976867] |
| Contestant 624 | 162.02204040 |
| Contestant 624 | [29.008226899954025, 27.004622800042853, 84.00716060004197, 22.002030099974945] |
| Contestant 442 | 163.03492200 |
| Contestant 442 | [75.01190209999913, 46.00351780001074, 27.008629599993583, 15.010872500017285] |
| Contestant 586 | 163.03819630 |
| Contestant 586 | [18.005376999964938, 29.02205500000855, 42.00154820003081, 74.0092161000357] |
| Contestant 733 | 163.04632610 |
| Contestant 733 | [72.00887880002847, 34.01587300002575, 11.016090299992356, 46.00548400002299] |
| Contestant 909 | 163.01585550 |
| Contestant 909 | [61.00211770000169, 11.005523200030439, 80.00719759997446, 11.00101700000232] |
| Contestant 513 | 164.02869190 |
| Contestant 513 | [66.0126530000125, 49.00261990004219, 28.00229530001525, 21.011123699950986] |
| Contestant 620 | 164.02041760 |
| Contestant 620 | [59.00092229997972, 15.005318100040313, 51.00416180002503, 39.01001540001016] |
| Contestant 009 | 165.02103660 |
| Contestant 009 | [16.007916400034446, 19.002401700010523, 87.00481110002147, 43.005907399987336] |
| Contestant 047 | 165.04377370 |
| Contestant 047 | [38.01828849996673, 35.00979709997773, 18.006172199966386, 74.00951589999022] |
| Contestant 215 | 165.04166940 |
| Contestant 215 | [60.00242169998819, 56.01322369999252, 19.007601099961903, 30.018422900000587] |
| Contestant 958 | 165.04133370 |
| Contestant 958 | [69.0099756999989, 30.012866500008386, 28.005155699967872, 38.01333579997299] |
| Contestant 983 | 165.04782680 |
| Contestant 983 | [43.01522040000418, 78.01109400001587, 10.005943899974227, 34.015568499977235] |
| Contestant 113 | 166.02268570 |
| Contestant 113 | [19.00272720004432, 23.005723100039177, 39.00259500002721, 85.01164039998548] |
| Contestant 471 | 166.05198450 |
| Contestant 471 | [67.0093752000248, 34.01367750001373, 31.01291749998927, 34.01601429999573] |
| Contestant 697 | 166.04276770 |
| Contestant 697 | [57.00715649995254, 77.00952399999369, 13.010585899988655, 19.01550129998941] |
| Contestant 893 | 166.05641720 |
| Contestant 893 | [25.015210700046737, 86.01713839999866, 23.013100699987262, 32.0109673999832] |
| Contestant 024 | 167.02134930 |
| Contestant 024 | [18.000765200005844, 79.01259449997451, 50.002178800001275, 20.005810800008476] |
| Contestant 237 | 167.03993080 |
| Contestant 237 | [36.010864799958654, 29.009377899987157, 70.00376069999766, 32.015927400032524] |
| Contestant 324 | 167.01492030 |
| Contestant 324 | [44.00938489998225, 70.00161969999317, 27.002975300012622, 26.000940400001127] |
| Contestant 403 | 167.02778590 |
| Contestant 403 | [25.003534899966326, 63.01287629996659, 13.00067640002817, 66.01069830002962] |
| Contestant 544 | 167.03579970 |
| Contestant 544 | [29.011793999990914, 10.017870899988338, 43.00460009998642, 85.00153469998622] |
| Contestant 669 | 167.03839320 |
| Contestant 669 | [70.01232859998709, 40.01402570004575, 10.008650300034788, 47.00338860001648] |
| Contestant 892 | 167.02843550 |
| Contestant 892 | [82.009007799963, 25.002798300003633, 19.015282100008335, 41.00134730001446] |
| Contestant 992 | 167.03792690 |
| Contestant 992 | [11.016002600023057, 79.00778629997512, 40.007065500016324, 37.00707250001142] |
| Contestant 361 | 168.02959810 |
| Contestant 361 | [26.00337790005142, 24.011261999956332, 59.01071320002666, 59.00424500001827] |
| Contestant 476 | 168.03765580 |
| Contestant 476 | [36.01426810002886, 37.00388199998997, 27.00542200001655, 68.01408370002173] |
| Contestant 716 | 168.02204410 |
| Contestant 716 | [50.006358699989505, 12.0078644999885, 49.002648999972735, 57.00517189997481] |
| Contestant 019 | 169.03255250 |
| Contestant 019 | [78.00601940002525, 45.01026750000892, 35.00923490000423, 11.00703069998417] |
| Contestant 030 | 169.04224580 |
| Contestant 030 | [34.003957300039474, 60.01796720002312, 30.009286499989685, 45.01103480003076] |
| Contestant 074 | 169.02469030 |
| Contestant 074 | [34.00809839996509, 71.01269629999297, 46.002304499968886, 18.00159109995002] |
| Contestant 127 | 169.03246400 |
| Contestant 127 | [37.00310480000917, 58.01277990004746, 20.00450020004064, 54.01207910000812] |
| Contestant 157 | 169.04502080 |
| Contestant 157 | [24.001376800006256, 64.0128354000044, 11.016560500022024, 70.01424809999298] |
| Contestant 351 | 169.03824770 |
| Contestant 351 | [25.009384999983013, 46.009393899992574, 13.011810399999376, 85.00765839999076] |
| Contestant 371 | 169.04676970 |
| Contestant 371 | [67.0002325999667, 20.010600799985696, 62.005570799985435, 20.03036550001707] |
| Contestant 490 | 169.03310560 |
| Contestant 490 | [53.00202319998061, 63.013823900022544, 24.01055040000938, 29.006708100030664] |
| Contestant 487 | 169.03655720 |
| Contestant 487 | [22.002027500013355, 32.01135559997056, 15.006086300010793, 100.01708780002082] |
| Contestant 565 | 169.03734250 |
| Contestant 565 | [49.014763900020625, 65.0116732000024, 14.001887099992018, 41.00901830004295] |
| Contestant 600 | 169.03518980 |
| Contestant 600 | [40.01349780004239, 83.005817199999, 22.008174600021448, 24.007700200018007] |
| Contestant 005 | 170.02326520 |
| Contestant 005 | [45.013672000030056, 15.000202400027774, 48.005525900051, 62.00386489997618] |
| Contestant 273 | 170.04126720 |
| Contestant 273 | [47.00817819999065, 12.002604600042105, 95.01623940002173, 16.014244999969378] |
| Contestant 362 | 170.03009600 |
| Contestant 362 | [85.01071729999967, 47.00047420000192, 22.001657999993768, 16.01724649994867] |
| Contestant 134 | 171.03757040 |
| Contestant 134 | [13.011565099994186, 35.01159309997456, 54.00322839996079, 69.01118380000116] |
| Contestant 507 | 171.03349300 |
| Contestant 507 | [92.01042869995581, 16.00034649996087, 26.01188360003289, 37.01083420001669] |
| Contestant 906 | 171.02934690 |
| Contestant 906 | [55.00818499998422, 13.004751100030262, 37.0154765000334, 66.00093430001289] |
| Contestant 107 | 172.02909540 |
| Contestant 107 | [25.008608000003733, 45.0125132999965, 84.00045300001511, 18.007521099993028] |
| Contestant 447 | 172.02691900 |
| Contestant 447 | [10.011257200036198, 72.00463209999725, 19.001663900038693, 71.00936580001144] |
| Contestant 657 | 172.03538210 |
| Contestant 657 | [53.01005179999629, 67.00715280004079, 24.013153599982616, 28.00502390001202] |
| Contestant 734 | 172.04345120 |
| Contestant 734 | [35.007843799947295, 17.01120379997883, 70.01633989997208, 50.00806369999191] |
| Contestant 896 | 172.03515390 |
| Contestant 896 | [35.007572400034405, 71.00920199998654, 47.00514670001576, 19.013232800003607] |
| Contestant 915 | 172.02819110 |
| Contestant 915 | [66.00798460002989, 12.01241540000774, 54.0023688999936, 40.00542219995987] |
| Contestant 707 | 173.02830080 |
| Contestant 707 | [20.00388600002043, 53.00922940002056, 32.01372139999876, 68.00146399997175] |
| Contestant 755 | 173.02067800 |
| Contestant 755 | [82.00829940004041, 23.000818500004243, 18.008302900008857, 50.003257200005464] |
| Contestant 093 | 174.03901670 |
| Contestant 093 | [17.00992830004543, 44.002962599974126, 98.00903139996808, 15.017094400012866] |
| Contestant 416 | 174.04158130 |
| Contestant 416 | [77.01357190002454, 35.009404900018126, 29.015694900008384, 33.00290960003622] |
| Contestant 642 | 174.04591390 |
| Contestant 642 | [75.0127101999824, 55.01365209999494, 14.004951300041284, 30.014600299997255] |
| Contestant 888 | 174.02732280 |
| Contestant 888 | [63.00120619998779, 32.01565069996286, 49.00204689998645, 30.008418999961577] |
| Contestant 940 | 174.06366100 |
| Contestant 940 | [37.01786279998487, 39.012828499951866, 18.023766199999955, 80.00920349999797] |
| Contestant 589 | 175.04473650 |
| Contestant 589 | [21.013785400020424, 35.00676259997999, 24.009895899973344, 95.01429259998258] |
| Contestant 757 | 175.04150510 |
| Contestant 757 | [13.012448799971025, 38.00648679997539, 91.00777780002682, 33.01479169999948] |
| Contestant 861 | 175.03279400 |
| Contestant 861 | [72.00745430000825, 46.01560600002995, 34.00310140004149, 23.006632299977355] |
| Contestant 185 | 176.03217480 |
| Contestant 185 | [25.007181600027252, 65.01135480002267, 19.005366299999878, 67.00827210000716] |
| Contestant 168 | 176.04313710 |
| Contestant 168 | [66.01377660001162, 43.01229109999258, 15.004340299987234, 52.012729099951684] |
| Contestant 186 | 176.04915090 |
| Contestant 186 | [46.01375339995138, 59.01727499999106, 27.007680400041863, 44.010442099999636] |
| Contestant 289 | 176.03515260 |
| Contestant 289 | [55.00077600002987, 39.01052660000278, 40.010562400042545, 42.01328760001343] |
| Contestant 356 | 176.03200960 |
| Contestant 356 | [78.01015859999461, 43.00193960004253, 38.0165188999963, 17.003392499987967] |
| Contestant 748 | 176.03099980 |
| Contestant 748 | [37.01199650001945, 74.00399470003322, 19.005205199995544, 46.009803399967495] |
| Contestant 895 | 176.03004040 |
| Contestant 895 | [75.00874309998471, 69.00175250001485, 19.00630819995422, 13.013236599974334] |
| Contestant 779 | 177.03230190 |
| Contestant 779 | [35.004982999991626, 36.00617409998085, 71.0099782999605, 35.01116649998585] |
| Contestant 226 | 178.02458350 |
| Contestant 226 | [12.006821399962064, 92.00105779996375, 29.00956119998591, 45.00714310002513] |
| Contestant 799 | 178.03811970 |
| Contestant 799 | [27.014221800025553, 87.01047830004245, 35.00358479999704, 29.009834800031967] |
| Contestant 976 | 178.01717900 |
| Contestant 976 | [55.00285770004848, 13.005295999988448, 74.00841040001251, 36.00061490002554] |
| Contestant 022 | 179.05251840 |
